Word;Grade 1;Grade 2;Grade 3;Average Grade
ruh;0;0;0;0
rum;0;0;0;0
Rus;0;0;0;0
Rusya;0;0;0;0
rüzgar;0;0;0;0
saat;0;0;0;0
sabah;1;1;0;1
saç;0;0;0;0
saçma;-2;-1;-1;-1
saddam;-2;0;0;-1
sadece;-1;-1;0;-1
sað;1;1;0;1
saðduyu;2;4;0;2
saðým;0;0;0;0
saðlamak;1;2;0;1
saðlanmak;1;1;0;1
saðlýk;2;3;0;2
saðlýlklý;3;4;1;3
saðol;3;3;1;2
saha;0;0;0;0
sahip;0;0;0;0
sahip olmak;0;1;0;0
sahne;0;0;0;0
sakarya;0;0;0;0
sakýn;-2;-2;-1;-2
sakýz;0;0;0;0
sakin;2;1;0;1
salak;-3;-1;-3;-2
saldýrý;-3;-3;-1;-2
saldýrýda;-2;-2;-3;-2
saldýrmak;-3;-2;-1;-2
salladý;-1;-1;-1;-1
salon;0;0;0;0
sam;0;0;0;0
sana;0;0;0;0
sanat;1;2;0;1
sanatçý;1;1;0;1
sanayi;1;0;0;0
sanýrým;1;0;0;0
sanýyordum;1;-1;0;0
sanýyorsun;1;0;0;0
saniye;0;0;0;0
sanki;1;0;0;0
sanmak;0;0;0;0
sanmýyorum;-1;-1;0;-1
sarma;1;1;0;1
satýn almak;0;0;0;0
satýþ;0;0;0;0
satmak;0;0;0;0
savas;-3;-3;-2;-3
savasahayir;3;3;2;3
savassinlar;-3;-3;-2;-3
savaþ;-3;-3;-2;-3
savaþa;-3;-3;-2;-3
savaþahayýr;3;3;2;3
savaþçýlar;-1;-1;-2;-1
savaþý;-3;-3;-2;-3
savaþýn;-3;-3;-2;-3
savaþla;-3;-3;-2;-3
savaþma;1;1;2;1
savaþmak;-3;-3;-2;-3
savaþmayýn;1;1;2;1
savaþsýnlar;-3;-3;-2;-3
savaþta;-3;-3;-2;-3
savaþtan;-3;-3;-2;-3
savunmak;3;3;0;2
sayamadýk;-1;-1;0;-1
sayamadým;-1;-1;0;-1
saydýk;0;0;0;0
saye;1;0;0;0
sayfa;0;0;0;0
sayfada;0;0;0;0
sayfadaki;0;0;0;0
sayfadan;0;0;0;0
sayfalar;0;0;0;0
sayfaya;0;0;0;0
sayfayý;0;0;0;0
sayfayla;0;0;0;0
saygý;2;3;1;2
saygýlar;2;3;1;2
saygýlarýmýzý;2;3;1;2
saygýlarýmýzla;2;3;1;2
saygýlarýný;2;3;1;2
saygýlarla;2;3;1;2
saygýný;2;3;1;2
saygýnýzý;2;3;1;2
saygýnlýk;2;3;1;2
saygýnlýkla;2;3;1;2
saygýsýný;2;3;1;2
saygýsýz;-2;-3;-1;-2
saygýsýzca;-2;-3;-1;-2
saygýsýzlýða;-2;-3;-1;-2
saygýsýzlýðý;-2;-3;-1;-2
saygýsýzlýðýmýz;-2;-3;-1;-2
saygýsýzlýðýn;-2;-3;-1;-2
saygýsýzlýðýný;-2;-3;-1;-2
saygýsýzlýðýnýz;-2;-3;-1;-2
saygýsýzlýk;-2;-3;-1;-2
sayý;0;0;0;0
sayýlarýmla;0;0;0;0
sayýlý;0;0;0;0
sayýlmak;0;1;0;0
sayýlmýyor;-1;-1;0;-1
sayýn;2;1;0;1
sayýsýz;-1;-1;-1;-1
sayin;1;1;0;1
sayma;-1;-1;0;-1
saymak;0;1;0;0
sebebi;0;0;0;0
sebebim;0;0;0;0
sebebin;0;0;0;0
sebep;0;0;0;0
sebepler;0;0;0;0
sebeplere;0;0;0;0
sebepleri;0;0;0;0
sebeplerin;0;0;0;0
sebepsiz;0;0;0;0
sebze;1;0;0;0
seçilmek;1;1;0;1
seçim;0;0;0;0
seçme;1;0;0;0
seçmek;1;1;0;1
sefer;1;0;0;0
sekiz;0;0;0;0
seks;0;1;0;0
sektör;0;0;0;0
selam;2;2;0;1
sen;0;0;0;0
sence;0;0;0;0
sende;0;0;0;0
senden;0;0;0;0
sene;0;0;0;0
seni;0;0;0;0
senin;0;0;0;0
seninle;0;1;0;0
sensin;0;1;0;0
sentez;0;1;0;0
serbest;3;2;0;2
seren;0;0;0;0
sert;-2;-1;0;-1
sertifika;0;0;0;0
servis;0;0;0;0
ses;0;0;0;0
sesini;0;0;0;0
sessiz;-1;-1;0;-1
sevap;3;2;2;2
sevgi;3;3;3;3
sevgileri;4;2;2;3
sevgili;4;1;2;2
sevgilisi;4;1;2;2
sevgilisiyle;4;1;2;2
sevgime;4;2;2;3
sevgimi;4;2;2;3
sevgimiz;4;2;2;3
sevgine;4;1;2;2
sevgini;4;1;2;2
sevginiz;4;1;2;2
sevginizde;4;1;2;2
sevginizden;4;1;2;2
sevgisi;4;2;2;3
sevgisinden;4;1;2;2
sevgisinin;4;1;2;2
sevindim;1;2;3;2
sevinen;1;2;2;2
seviþ;1;1;2;1
seviþen;1;1;2;1
seviþenler;1;1;2;1
seviþenlerde;1;1;2;1
seviþenlerden;1;1;2;1
seviþenlere;1;1;2;1
seviþenleri;1;1;2;1
seviþenlerin;1;1;2;1
seviþerek;1;1;2;1
seviþin;1;1;2;1
seviþip;1;1;2;1
seviþirler;1;1;2;1
seviþiyordu;1;1;2;1
seviþiyorlar;1;1;2;1
seviþmeden;1;1;2;1
seviþmekte;1;1;2;1
seviþmekten;1;1;2;1
seviþmeyip;-1;-1;0;-1
seviþmiþler;1;1;2;1
seviþsinler;1;1;2;1
seviyor;2;2;3;2
seviyorum;3;2;4;3
sevmek;2;2;3;2
sey;0;0;0;0
seyahat;0;0;0;0
seyretmek;0;0;0;0
sezon;0;0;0;0
sýcak;1;0;0;0
sýcaklýk;1;0;0;0
sýfýr;0;0;0;0
sýð;-1;-1;-1;-1
sýðýnacak;0;0;0;0
sýðýnak;1;0;0;0
sýðýnan;1;-2;0;0
sýðýnma;1;-2;0;0
sýðýnmacý;-1;0;0;0
sýðýnmacýlara;-1;0;0;0
sýðýnmacýlarda;-1;0;0;0
sýðýnmacýlardan;-1;0;0;0
sýðýnmacýlarý;-1;0;0;0
sýðýnmacýlarýn;-1;0;0;0
sýðýnmacýlarla;-1;0;0;0
sýðýnmayýn;-1;-1;0;-1
sýðýnmýþ;-1;0;0;0
sýðýnmýþlar;-1;0;0;0
sýk;1;0;0;0
sýký;2;0;0;1
sýkýntý;-2;-2;-1;-2
sýnav;-1;-1;0;-1
sýnavsýz;0;0;0;0
sýnýf;-1;0;0;0
sýnýr;-1;0;0;0
sýnýrdýþý;-1;0;0;0
sýra;0;0;0;0
sýralý;1;1;0;1
sýrasýz;-1;-1;0;-1
sýrayla;0;0;0;0
sýrt;0;0;0;0
sýrtýmýzda;0;0;0;0
sýrtýmýzý;0;0;0;0
sýrtýna;0;0;0;0
sýrtýnda;0;0;0;0
sýrtýndan;0;0;0;0
sigara;-1;0;0;0
siginacak;-1;0;0;0
siginan;-1;0;0;0
siginma;-1;0;0;0
siginmaci;-1;0;0;0
siginmacilar;-1;0;0;0
siginmacilarin;-1;0;0;0
sigorta;0;0;0;0
siker;-5;-2;-3;-3
sikerim;-5;-5;-5;-5
sikeriz;-5;-5;-5;-5
sikerler;-5;-5;-5;-5
sikiþip;-3;-2;-2;-2
sikiþiyorlar;-3;-2;-2;-2
sikiþsinler;-3;-2;-2;-2
sikiyor;-4;-2;-2;-3
siktiðim;-5;-4;-4;-4
siktiðimin;-5;-4;-4;-4
siktim;-3;-2;-2;-2
siktir;-5;-5;-5;-5
siktirsin;-5;-5;-5;-5
silah;-2;-4;-1;-2
silahý;-2;0;-1;-1
sildi;-2;0;-1;-1
sildik;-2;0;-1;-1
sildikçe;-2;0;-1;-1
silen;-2;0;-1;-1
silindi;-2;0;-1;-1
siliniyor;-2;0;-1;-1
siliyor;-2;0;-1;-1
silmiþ;-2;0;-1;-1
simgesel;0;0;0;0
sinema;0;0;0;0
sinirdisi;-1;0;0;0
sistem;0;0;0;0
site;0;0;0;0
sivil;0;0;0;0
siyah;-1;0;0;0
siyonist;0;-1;0;0
siz;0;0;0;0
size;0;0;0;0
sizi;0;0;0;0
sizin;0;0;0;0
sizinle;0;1;0;0
skerler;-5;-5;-5;-5
sktiðim;-5;-5;-5;-5
soðuk;-2;-1;0;-1
sokak;0;0;0;0
sokaklar;0;0;0;0
sokaklarda;0;0;0;0
sokaklardan;0;0;0;0
sokakta;0;0;0;0
sokaktan;0;0;0;0
sokmak;-1;0;0;0
sol;0;0;0;0
solum;0;0;0;0
son;-1;0;0;0
son derece;2;0;0;1
sonra;0;0;0;0
sonraki;0;0;0;0
sonsuza;1;0;0;0
sonu;0;0;0;0
sonuç;1;1;0;1
sonunda;0;1;0;0
sormak;0;0;0;0
soru;0;0;0;0
sorumluluk;-1;0;0;0
sorun;-2;-1;-1;-1
sorunu;-1;-1;0;-1
sosyal;1;1;0;1
sovyet;0;0;0;0
sovyetler;0;0;0;0
sömürü;-3;-3;-3;-3
söyle;0;0;0;0
söyledi;0;0;0;0
söyledik;0;0;0;0
söylediler;0;0;0;0
söyledim;0;1;0;0
söyledin;0;1;0;0
söyleme;0;0;0;0
söylemek;0;1;0;0
söylemiþ;0;0;0;0
söylemiþtim;0;-1;0;0
söylenmek;0;-2;0;-1
söyleyeyim;0;0;0;0
söylüyor;0;1;0;0
söylüyorsun;0;1;0;0
söylüyorum;0;1;0;0
söz;1;0;0;0
söz etmek;0;1;0;0
sözcük;0;0;0;0
spor;0;1;0;0
stk;0;0;0;0
su;1;1;0;1
suç;-1;-3;-1;-2
suçlu;-2;-2;-1;-2
sunmak;0;1;0;0
sunulmak;0;0;0;0
Suriye;0;0;0;0
suriyede;0;0;0;0
suriyedeki;0;0;0;0
Suriyeli;0;0;0;0
suriyenin;0;0;0;0
suriyeye;0;0;0;0
suriyeyi;0;0;0;0
susuz;-2;-3;-1;-2
susuzluk;-3;-4;-1;-3
suudi;0;0;0;0
sülale;0;0;0;0
sümeyye;0;0;0;0
sünepe;-2;-2;-2;-2
sürdürdü;0;0;0;0
sürdürdük;0;0;0;0
sürdürdüler;0;0;0;0
sürdüren;0;0;0;0
sürdürmek;0;1;0;0
sürdürmüþ;0;1;0;0
sürdürülebilir;1;1;1;1
sürdürün;0;1;0;0
sürdürüyor;0;1;0;0
sürdürüyorlar;0;1;0;0
sürdürüyorlardý;0;1;0;0
süre;0;0;0;0
süreç;0;0;0;0
sürekli;1;0;0;0
süreli;1;0;0;0
süresiz;1;0;0;0
sürgün;-2;-2;-2;-2
sürmek;0;1;-2;0
sürmeyin;-1;-1;0;-1
sürmez;-1;-1;0;-1
sürü;-1;-1;0;-1
sürücü;0;0;0;0
sürünen;-2;-2;-1;-2
sürünmek;-2;-2;-1;-2
sürünmesinler;-2;-2;-1;-2
sürünmeyin;-2;-2;-1;-2
sürünsünler;-3;-2;-3;-3
sürünün;-3;-2;-3;-3
sürünüp;-3;-2;-3;-3
sürünüyor;-3;-2;-3;-3
sürünüyordu;-3;-2;-3;-3
sürünüyorlar;-3;-2;-3;-3
sürünüyorlardý;-3;-2;-3;-3
sürünüyorlarmýþ;-3;-2;-3;-3
süt;0;0;0;0
Þafi;0;0;0;0
þaka;0;1;0;0
Þam;0;0;0;0
þans;1;2;0;1
þarap;1;0;0;0
þarký;2;0;0;1
þart;0;-1;0;0
þavurma;0;0;0;0
þehadet;1;0;0;0
þehir;0;0;0;0
þehit;-2;0;-1;-1
þekil;0;0;0;0
þekilde;0;0;0;0
þerefsiz;-5;-4;-5;-5
þerefsizler;-5;-4;-5;-5
þey;0;0;0;0
þeye;0;0;0;0
þeyi;0;0;0;0
þeyin;0;0;0;0
þeyler;0;0;0;0
þeyleri;0;0;0;0
Þii;0;0;0;0
þiir;1;0;0;0
þikayet;-2;-2;-1;-2
þikayetçi;-2;-2;-1;-2
þikayetler;-2;-2;-1;-2
þikayetlerde;-2;-2;-1;-2
þikayetlere;-2;-2;-1;-2
þikayetleri;-2;-2;-1;-2
þikayetlerin;-2;-2;-1;-2
þikayetlerle;-2;-2;-1;-2
þimdi;1;1;0;1
þirket;0;0;0;0
þirketi;0;0;0;0
þirketin;0;0;0;0
þirketlerde;0;0;0;0
þoför;0;0;0;0
þöför;0;0;0;0
þöyle;0;1;0;0
þu;0;1;0;0
þuna;0;0;0;0
þunda;0;0;0;0
þundan;0;0;0;0
þunlardaki;0;0;0;0
þunlardan;0;0;0;0
þunlarla;0;0;0;0
þunu;0;0;0;0
þükran;4;1;1;2
þükretmek;3;3;1;2
þükür;5;2;2;3
þüphe;-1;-1;-1;-1
þüpheler;-1;-1;-1;-1
þüpheli;-2;-2;-1;-2
þüphesiz;1;0;-1;0
þüpheyle;-1;-1;-1;-1
ta;0;0;0;0
tabi;1;1;0;1
tabii;1;1;0;1
taciz;-3;-4;-3;-3
tacizci;-4;-4;-3;-4
tacizciler;-4;-4;-3;-4
tahliye;1;4;1;2
tahmin;0;0;0;0
takýldý;0;0;0;0
takýldýk;0;0;0;0
takýldýlar;0;0;0;0
takýlýp;0;0;0;0
takýlýyor;0;0;0;0
takýlmak;0;1;0;0
takýlmýþ;0;0;0;0
takým;0;0;0;0
takip;1;0;0;0
takviye;1;1;0;1
Talabani;0;0;-1;0
talebi;0;0;0;0
talep;0;0;0;0
talepler;0;0;0;0
talepleri;0;0;0;0
taleplerle;0;0;0;0
talepsiz;0;0;0;0
tam;1;1;0;1
tamam;2;2;0;1
tamamen;2;1;0;1
tane;0;0;0;0
tanýmak;0;1;0;0
tanýyor;0;1;0;0
Tanrý;1;1;0;1
tanrým;1;1;0;1
taraf;0;0;0;0
tarafa;0;0;0;0
tarafý;0;0;0;0
tarafýndan;0;1;0;0
taraftan;0;0;0;0
tarih;0;0;0;0
tarihi;0;0;0;0
tartýþma;-1;-1;-1;-1
tartýþmak;-2;-2;-1;-2
tarz;0;0;0;0
taþ;-1;0;0;0
taþýmak;0;1;0;0
tatlý;2;1;1;1
tatlým;3;2;2;2
tavýr;-1;0;-1;-1
tayyip;0;0;0;0
tc;0;0;0;0
te;0;0;0;0
tecavüz;-5;-5;-4;-5
tedavi;2;1;0;1
tehlike;-3;-2;-3;-3
tehlikeli;-4;-3;-3;-3
tek;1;-1;0;0
teknik;1;0;0;0
teknoloji;1;1;0;1
tekrar;1;0;0;0
telef;-2;-3;-3;-3
telefon;0;0;0;0
televizyon;0;0;0;0
temel;1;1;0;1
temiz;2;3;1;2
tepki;-1;-1;-2;-1
tercih;0;0;0;0
tercih etmek;0;1;0;0
terk;-1;-1;-1;-1
terör;-3;-5;-3;-4
terörist;-4;-5;-4;-4
teröristler;-4;-5;-4;-4
teröristlerde;-4;-5;-4;-4
teröristlerdeki;-4;-5;-4;-4
teröristlerden;-4;-5;-4;-4
teröristlere;-4;-5;-4;-4
teröristleri;-4;-5;-4;-4
teröristlerin;-4;-5;-4;-4
teröristlerle;-4;-5;-4;-4
teselli;1;1;0;1
tesellisi;1;1;0;1
teslim;1;-1;0;0
teþekkür;2;2;1;2
teþekkürler;3;3;2;3
tevekkül;2;2;1;2
teyze;1;2;0;1
týpký;1;1;0;1
ticaret;0;0;0;0
tip;0;0;0;0
tipki;1;1;0;1
top;0;0;0;0
toplam;1;0;0;0
toplamak;1;1;0;1
toplanmak;1;1;0;1
toplantý;1;0;0;0
toplum;1;0;0;0
toplumsal;1;0;0;0
topraða;0;0;0;0
toprak;0;0;0;0
torbalý;0;0;0;0
torun;1;2;0;1
töre;-3;-3;-2;-3
töreler;-3;-3;-2;-3
tören;1;1;0;1
törende;1;1;0;1
törene;1;1;0;1
töreni;1;1;0;1
töreniz;-3;-3;-2;-3
törenle;1;1;0;1
trafige;0;0;0;0
trafiðe;0;0;0;0
trafik;-1;0;0;0
trafikte;-1;0;0;0
trolleyip;-1;-1;-1;-1
trollüyor;-1;-1;-1;-1
Trump;0;0;0;0
tuhaf;-2;-1;-1;-1
turist;1;0;0;0
turizm;1;0;0;0
tut;0;0;0;0
tutmadý;-1;-1;-1;-1
tutmadýlar;-1;-1;-1;-1
tutmak;0;1;0;0
tutmamýþ;-1;-1;-1;-1
tutmaz;-1;-1;-1;-1
tutmuþlar;0;0;0;0
tutmuyor;-1;-1;-1;-1
tuttu;0;0;0;0
tuttuk;0;0;0;0
tuttular;0;0;0;0
tuttum;0;0;0;0
tutukladýlar;-2;-2;-2;-2
tutuklanarak;-2;-2;-2;-2
tutuklandý;-2;-2;-2;-2
tutuklanýp;-2;-2;-2;-2
tutuklanýþ;-2;-2;-2;-2
tutuklanýyor;-2;-2;-2;-2
tutuklayýp;-2;-2;-2;-2
tutuklu;-2;-2;-2;-2
tutukluk;-2;-2;-2;-2
tutukluluk;-2;-2;-2;-2
tutulmak;-1;-1;0;-1
tutunca;-1;-1;0;-1
tutup;0;0;0;0
tutuyor;0;0;0;0
tutuyorlar;0;0;0;0
tuz;0;0;0;0
tuzu;0;0;0;0
tüketici;0;0;0;0
tüm;1;1;0;1
tür;0;0;0;0
türbanlý;0;0;0;0
türbe;1;0;0;0
Türk;0;0;0;0
Türkiye;0;0;0;0
türkiyede;0;0;0;0
türkiyedeki;0;0;0;0
türkiyeden;0;0;0;0
türkiyeli;0;0;0;0
türkiyeye;0;0;0;0
türkiyeyi;0;0;0;0
Türkmen;0;0;0;0
türkmenler;0;0;0;0
türkmenlerden;0;0;0;0
türkmenlere;0;0;0;0
türkmenleri;0;0;0;0
türkmenlerin;0;0;0;0
türkmenlerle;0;0;0;0
türlü;0;0;0;0
uc;0;0;0;0
uç;0;0;0;0
uçaðýný;0;0;0;0
uçak;0;0;0;0
ufak;-2;0;0;-1
uðraþmak;-1;-1;-1;-1
ulan;-2;-2;-2;-2
ulaþmak;0;1;0;0
ulkem;1;1;0;1
ulkemde;1;1;0;1
ulkeme;1;1;0;1
ulkemiz;1;1;0;1
ulkemizde;1;1;0;1
ulkemizin;1;1;0;1
uluslararasý;0;0;0;0
umarým;2;1;0;1
umurumda;2;1;0;1
un;0;0;0;0
unutma;-1;0;0;0
unutmak;-1;-1;-1;-1
urfa;0;0;0;0
USA;0;0;0;0
uygulama;0;0;0;0
uygulamak;0;1;0;0
uygulanmak;0;1;0;0
uygun;2;2;1;2
uykuya;0;0;0;0
uymak;1;1;0;1
uyuma;0;0;0;0
uyumak;0;0;0;0
uyumaya;0;0;0;0
uyuþturucu;-3;-3;-2;-3
uzak;-2;0;0;-1
uzanmak;0;1;0;0
uzatmak;-1;1;0;0
uzman;1;0;0;0
uzun;1;0;0;0
ücret;0;0;0;0
ücretli;0;0;0;0
üç;0;0;0;0
üçüncü;0;0;0;0
ülke;0;0;0;0
ülkem;1;1;0;1
ülkemde;1;1;0;1
ülkeme;1;1;0;1
ülkemiz;1;1;0;1
ülkemizde;1;1;0;1
ülkemizin;1;1;0;1
ülkü;1;0;0;0
ülkücü;0;0;0;0
üniversite;1;0;0;0
üniversiteli;1;0;0;0
ünlü;1;0;0;0
ürdün;0;0;0;0
üretilmek;1;0;0;0
üretim;1;1;0;1
üretmek;1;1;0;1
ürün;1;1;0;1
üst;2;0;0;1
üstelik;0;0;0;0
üstünde;2;1;0;1
üstüne;2;0;0;1
üye;0;0;0;0
üyesi;0;0;0;0
üzen;-1;-1;-2;-1
üzere;1;0;0;0
üzeri;1;0;0;0
üzerinde;1;1;0;1
üzerine;1;0;0;0
üzgün;-2;-2;-1;-2
üzgünüm;-3;-3;-2;-3
üzüldü;-1;-2;-1;-1
üzüldük;-1;-2;-1;-1
üzüldüler;-1;-2;-1;-1
üzüldüm;-1;-2;-1;-1
üzüldün;-1;-2;-1;-1
üzülme;-1;-2;-1;-1
üzülmek;-1;-2;-1;-1
üzülmesin;-1;-2;-1;-1
üzülmeyin;-1;-2;-1;-1
üzülmüþler;-1;-2;-1;-1
üzülüyorlar;-1;-2;-1;-1
üzülüyorum;-1;-2;-1;-1
üzülüyoruz;-1;-2;-1;-1
üzüntü;-2;-2;-1;-2
vahþet;-5;-4;-4;-4
vahþeti;-5;-4;-4;-4
vahþetin;-5;-4;-4;-4
vahþi;-5;-4;-4;-4
vahþilik;-5;-4;-4;-4
vakit;0;0;0;0
van;0;0;0;0
var;1;1;0;1
vardý;1;0;0;0
vardýr;1;1;0;1
varlýk;2;1;0;1
varlýklar;0;0;0;0
varmak;1;1;0;1
varmýþ;1;0;0;0
varsa;0;0;0;0
vatan;1;1;0;1
vatandas;0;0;0;0
vatandaþ;0;0;0;0
vatandaþlarýmýz;0;0;0;0
vatandaþlýk;0;1;0;0
vatansýz;-1;-1;-1;-1
vay;1;0;1;1
ve;0;0;0;0
velet;-1;-1;-1;-1
veletler;-1;-1;-1;-1
veletleri;-1;-1;-1;-1
veletlerin;-1;-1;-1;-1
veletlerine;-1;-1;-1;-1
veletlerini;-1;-1;-1;-1
veli;1;0;0;0
ver;0;0;0;0
verdi;0;1;0;0
verdik;0;1;0;0
verdim;0;1;0;0
veren;0;1;0;0
vergi;-1;-3;0;-1
veriler;0;1;0;0
verilmek;0;0;0;0
verin;0;0;0;0
verir;0;1;0;0
veriyorum;0;1;0;0
vermedi;-1;-1;0;-1
vermek;0;1;0;0
vermez;-1;-1;0;-1
veya;0;0;0;0
videosunu;0;0;0;0
vilayet;0;0;0;0
vitamin;1;0;0;0
vuran;0;0;0;0
vurdu;0;0;0;0
vurdular;-1;-1;0;-1
vurma;-1;-1;0;-1
vurmak;-2;-1;-1;-1
vurmasýn;-1;-1;-1;-1
vurmasýnlar;-1;-1;-1;-1
vurmayýn;-1;-1;-1;-1
vurmuþ;-1;-1;-1;-1
vurmuþlar;-1;-1;-1;-1
vuruldu;-1;-1;-1;-1
vuruldular;-1;-1;-1;-1
vurulmasýna;-2;-2;-1;-2
vurunca;-1;-1;-1;-1
vurur;-1;-1;-1;-1
vururlar;-1;-1;-1;-1
vücut;0;0;0;0
ya;0;0;0;0
yabancý;0;0;0;0
yað;0;0;0;0
yahudi;0;0;0;0
yakacak;0;0;0;0
yakaladý;0;0;0;0
yakaladýlar;0;0;0;0
yakalamak;0;0;-1;0
yakalandý;0;0;0;0
yakalandilar;0;0;0;0
yakalanýp;0;0;0;0
yakalanmýþ;0;0;0;0
yakalayamadýlar;-1;-1;0;-1
yakalayýp;0;0;0;0
yakar;-1;-1;0;-1
yakarlar;-1;-1;0;-1
yakýn;1;1;0;1
yakýnda;1;1;0;1
yakýyorlar;-1;-1;-1;-1
yaklaþýk;1;0;0;0
yaklaþmak;1;1;0;1
yakmak;-1;-2;-1;-1
yakmayýn;-1;-2;-1;-1
yakmýþlar;-1;-2;-1;-1
yakmislar;-1;-2;-1;-1
yaksýnlar;-1;-2;-1;-1
yaktý;-1;-2;-1;-1
yaktýlar;-1;-2;-1;-1
yakti;-1;-2;-1;-1
yaktilar;-1;-2;-1;-1
yalan;-3;-4;-1;-3
yalnýz;-3;-1;0;-1
yalnýzca;-3;0;0;-1
yalniz;-3;-1;0;-1
yan;0;0;0;0
yanarak;-1;-2;-1;-1
yandý;-1;-2;-1;-1
yandýðýnda;-1;-2;-1;-1
yandýk;-1;-2;-1;-1
yaný sýra;1;0;0;0
yanýna;1;0;0;0
yanýnda;1;1;0;1
yanýt;1;0;0;0
yani;1;1;0;1
yanlýþ;-3;-2;-1;-2
yanmak;-1;-3;-1;-2
yanmýþ;-1;-2;-1;-1
yanmis;-1;-2;-1;-1
yap;1;0;0;0
yapabilirim;1;1;0;1
yapacaðým;1;1;0;1
yapacaðýz;1;1;0;1
yapacak;1;1;0;1
yapacaksýn;1;1;0;1
yapacaktý;1;0;0;0
yapacaktýk;1;0;0;0
yapacaktým;1;0;0;0
yapalým;1;1;0;1
yapamam;-2;-1;-1;-1
yapamayan;-2;-1;-1;-1
yapamazlar;-2;-1;-1;-1
yapar;1;1;0;1
yaparak;0;0;0;0
yaparým;1;1;0;1
yapý;0;0;0;0
yapýlmak;1;1;0;1
yapýnca;0;0;0;0
yapýverin;0;0;0;0
yapýyor;0;1;0;0
yapýyorlar;0;0;0;0
yapýyorsun;0;1;0;0
yapýyorum;0;1;0;0
yapma;-1;-1;-1;-1
yapmak;0;1;0;0
yapmam;-1;-1;-1;-1
yapmasýnlar;-1;-1;-1;-1
yapmaya;0;0;0;0
yapmayýn;-1;-1;-1;-1
yapmayýnca;-1;-1;-1;-1
yapmayýp;-1;-1;-1;-1
yapmazlar;-1;-1;-1;-1
yapmýþlar;0;0;0;0
yapmýþlardýr;0;0;0;0
yaprak;1;0;0;0
yaptý;1;1;0;1
yaptýðýný;1;0;0;0
yaptýk;0;0;0;0
yaptýlar;0;0;0;0
yaptým;1;1;0;1
yaptýn;1;1;0;1
yaptýrmak;1;1;0;1
yara;-2;-2;-1;-2
yarabbi;1;1;0;1
yaralandý;-2;-3;-1;-2
yaralandýlar;-2;-3;-1;-2
yaralanýnca;-2;-3;-1;-2
yaralanýp;-2;-3;-1;-2
yaralanmýþ;-2;-3;-1;-2
yaralanmýþlar;-2;-3;-1;-2
yaralý;-2;-3;-1;-2
yaralýlar;-2;-3;-1;-2
yaralýlara;-2;-3;-1;-2
yaralýlarda;-2;-3;-1;-2
yaralýlardan;-2;-3;-1;-2
yaralýlarý;-2;-3;-1;-2
yaralýlarýn;-2;-3;-1;-2
yaralýyam;-2;-3;-1;-2
yaralýyým;-2;-3;-1;-2
yaralýyýz;-2;-3;-1;-2
yarar;2;2;1;2
yararýma;2;2;1;2
yararýmýza;2;2;1;2
yararýna;2;2;1;2
yararýndan;2;2;1;2
yararýnýza;2;2;1;2
yararlanmak;2;3;1;2
yararlarýna;2;3;1;2
yararlarýndan;2;3;1;2
yararlarýný;2;3;1;2
yararlý;2;3;1;2
yararlýlýk;2;3;1;2
yaratmak;1;2;0;1
yardým;1;3;1;2
yardýmcý;2;2;1;2
yardýmcý olmak;2;3;1;2
yargý;0;0;0;0
yarý;1;0;0;0
yarým;1;0;0;0
yarýn;1;0;0;0
yasa;0;0;0;0
yasal;0;0;0;0
yasama;0;0;0;0
yaþ;1;0;0;0
yaþam;1;2;0;1
yaþamak;1;3;0;1
yaþanmak;1;2;0;1
yaþayan;0;0;0;0
yaþýnda;0;0;0;0
yaþýt;0;0;0;0
yaþýtýmýz;0;0;0;0
yaþýyor;1;1;0;1
yaþlý;-1;-1;0;-1
yatak;0;1;0;0
yatan;0;0;0;0
yatýk;0;0;0;0
yatýnca;0;0;0;0
yatýrým;1;1;0;1
yatýyo;0;0;0;0
yatýyor;0;0;0;0
yatýyorlar;0;0;0;0
yatýyorum;0;0;0;0
yatma;-1;-1;0;-1
yatmak;0;0;0;0
yatmayýn;-1;-1;0;-1
yatmayýp;-1;-1;0;-1
yatmaz;-1;-1;0;-1
yatmýþ;0;0;0;0
yatmýþlar;0;0;0;0
yatmýyor;-1;-1;0;-1
yatmýyorlar;-1;-1;0;-1
yattý;0;0;0;0
yattýk;0;0;0;0
yattýlar;0;0;0;0
yavaþ;-2;-1;0;-1
yavaþtan;0;0;0;0
yayýlmak;0;0;0;0
yayýmlanmak;0;1;0;0
yayýn;0;0;0;0
yaz;1;0;0;0
yazamaz;-1;-1;0;-1
yazamýyor;-1;-1;0;-1
yazamýyorlar;-1;-1;0;-1
yazar;0;0;0;0
yazarým;0;0;0;0
yazayým;0;0;0;0
yazdýk;0;0;0;0
yazdýlar;0;0;0;0
yazý;0;0;0;0
yazýk;-3;-3;-2;-3
yazýlmak;0;0;0;0
yazýyor;0;0;0;0
yazýyorum;0;0;0;0
yazma;-1;-1;0;-1
yazmak;0;1;0;0
yazmamýþ;-1;-1;0;-1
yazmayýn;-1;-1;0;-1
yazmaz;-1;-1;0;-1
yazmýþlar;0;0;0;0
yazmýyorlar;-1;-1;0;-1
ye;0;0;0;0
yedi;0;1;0;0
yemeði;1;0;0;0
yemek;1;1;0;1
yemin;-1;0;0;0
yemiþ;0;0;0;0
yeni;1;1;0;1
yeniden;1;0;0;0
yer;0;0;0;0
yerde;0;1;0;0
